,ORA_ACTU,GLE_ACTU,ALO_ACTU,KER_ACTU,CAP_ACTU,AIR_ACTU,CS_ACTU,BNP_ACTU,ORA_RDMT_5,GLE_RDMT_5,ALO_RDMT_5,KER_RDMT_5,CAP_RDMT_5,AIR_RDMT_5,CS_RDMT_5,BNP_RDMT_5
2020-12-03,"Rechute sur 10,45E, surveiller le support des 10,3E (CF) | Offre au personnel et dividende envisagé (CF) | Fonds du litige fiscal pour le développement (CF) | Offre envisagée sur Orange Belgium (CF)",NR,Succès de l'augmentation de capital (CF),NR,La propulsion électromagnétique avec HyperloopTT (CF) | Met l'IA au service de l'éthologie (CF),Livrera l'instrument radar de la mission Copernicus (CF) | (+4% à 95E) redécolle en direction des 100E (CF) | Campagne d'essais réussie pour le Zephyr (CF),NR,NR,-0.01384913601390192,-0.05242745622130829,0.022381378540057062,-0.05239671439178717,0.010813148931656968,-0.013473671361019735,0.007503941062776187,-0.03153205382790736
2020-12-04,NR,Les exigences minimales de la BCE (CF),Invest Securities ajuste son objectif de cours (CF),NR,Distingué pour sa collaboration IA avec Eramet (CF),NR,En hausse après l'analyse de Jefferies (CF) | Jefferies remonte son objectif de cours (CF),NR,-0.06040778371878541,-0.08833503191686243,0.02929905946259459,-0.04718395624208416,-0.0289361831989694,-0.04208224763363111,-0.017099952697753884,-0.057389591247780425
2020-12-07,Partenaire des quatre prochains Tour de France (CF),"Vise plus de 4 millions de clients en 2023 (CF) | Fusion des réseaux bancaires Société Générale et Crédit du Nord, 600 agences... (AFP) | Deux initiatives en banque de détail (CF)",NR,NR,Accompagne la transformation de France TV (CF),A livré 64 appareils en novembre (CF),NR,NR,-0.01960782480441492,-0.045071373360641154,0.04246137359242086,-0.04292508954894669,-0.019173413116798543,-0.03318974963870358,-0.004048989070442155,-0.007976621362012715
2020-12-08,"Entre au capital de Weaveworks, via Orange Ventures (CF)",NR,Pourrait refranchit la barre des 50E (CF) | Intègre la liste A du climat au classement CDP 2020 (CF),NR,NR,Oddo réitère son conseil et l'objectif (CF),Credit Suisse rehausse son objectif de cours (CF),NR,-0.04499751039337463,-0.011756613510107261,0.026404124892287495,-0.025987368050220616,-0.032627105712890625,-0.03546923351930431,0.014042993079819821,0.02145197620442052
2020-12-09,Engagé pour une intelligence artificielle inclusive (CF),NR,Prise de participation minoritaire dans Cylus (CF),NR,Dans le vert avec des propos d'analyste (CF) | Invest Securities ajuste sa cible (CF),Les startups s'impliquent dans le projet FCAS (CF) | Va développer le futur avion de chasse espagnol (CF),NR,NR,-0.03569689106847895,-0.023653302059379544,0.020458041893976375,-0.03134250458401344,-0.01862043630320942,-0.030772490288601295,0.016629888108087076,-0.008306183569285919
2020-12-10,NR,"Net repli, jusque sous 17E (CF)",Bouygues passe sous les 15% des votes (CF),"Versement d'un acompte sur dividende de 2,5 E (CF)",Lancement d'un laboratoire 5G au Portugal (CF),Le titre profite d'une analyse positive (CF) | Credit Suisse rehausse son objectif de cours (CF) | Vol d'essai pour l'A220-300 de JetBlue Airways (CF) | Un réflecteur d'antenne radar dépliable qualifié (CF),NR,NR,-0.06769970148376947,0.006550445345502531,0.017732078981602672,-0.002093166287428172,0.027385576546202772,-0.03563811271640638,0.006998315564623381,0.013460632692044117
2020-12-11,NR,NR,Credit Suisse relève son opinion (CF),NR,Ouverture d'un AIE à Nantes (CF),NR,NR,NR,0.004238980311553453,0.02170532617801202,0.0072257903281258695,-0.027027027027026973,0.05609116223897659,-0.03460247702492181,0.01149658262676967,0.010437131641512387
2020-12-14,Sponsor officiel de la coupe du monde de rugby (CF) | Deux nouveaux accords avec TF1 (CF),"Annonce l'acquisition de Reezocar (CF) | Support des 16,68E préservé au 'cent' près (CF)","À Paris, l'extension de la ligne 14 entre en service (CF)",NR,Credit Suisse remonte son objectif de cours (CF),NR,NR,"Déborde les 45E, test des 45,75E imminent ? (CF)",-0.039400005340576194,-0.049199647715233885,-0.01982138641770015,-0.032618266575519694,0.0282363166210704,-0.05985879362907032,-0.027035247567132048,-0.055152917081185526
2020-12-15,La Haute-Saône couverte en fibre optique d'ici 2023 (CF),NR,NR,NR,NR,"Consolide vers 90E, devra préserver les 87,7E (CF)",NR,NR,-0.01533121076474464,-0.04319699653172293,-0.0010900204539964209,-0.022467943687382586,0.05212437029090422,-0.037539676065119654,-0.032413441974684765,-0.06079363242830793
2020-12-16,NR,NR,Circulation d'un premier train semi-autonome (CF) | Contrat pour une ligne de métro à Toulouse (CF),Brusque pullback de -5% vers 540E (CF),"Dans le vert avec des propos d'analyste (CF) | Oddo reste à 'achat', relève sa cible (CF)",Jefferies n'est plus à 'achat' (CF),NR,NR,-0.011156152181278634,0.0003477755244960523,0.000435834779465738,-0.003954722731092319,0.05476503898788487,0.013669913750244955,-0.03148015905034307,-0.007696664594453395
2020-12-17,NR,Objectif engageant de féminisation (CF),NR,Confirme l'ouverture d'une enquête (CF),"Renoue avec 121,3E, risque triple-top sous 121,6E (CF) | Un partenariat avec EDF International Networks (CF)",NR,NR,NR,0.01288173596854958,0.0037188313061427003,-0.011615420435174162,-0.03391009300260339,0.020408137325793385,0.018366936408007017,-0.024472574798457325,-0.005676013404315783
2020-12-18,NR,NR,NR,NR,"Amundi AM dépasse les 5% du capital (CF) | Amundi détient 5,69% du capital et des votes (CF) | Étend sa plateforme de cloud numérique (CF)",ÖAMTC Air Rescue commande 5 hélicoptères H135 (CF) | Air Greenland commande un A330neo (CF) | Signe un contrat avec Héli-Union pour deux H160 (CF),Nouveau directeur des systèmes d'information (CF),NR,-0.013668309766075692,0.007746476666097957,0.017391287762185792,0.02401438067036299,0.049792531120331995,0.033483183785770754,-0.007845510522215826,0.0014920795008679377
2020-12-21,Poursuit son engagement dans les zones rurales (CF),"Replonge de -6%, sous les 16E (CF) | Promesse de vente du village média des JO (CF)",NR,NR,Récompensé pour son 'leadership industriel' (CF),A livré un A330neo à Uganda Airlines (CF),"Cassure en 'gap' du support des 19,65E (CF)",NR,0.022902380621687257,0.05719236064141975,0.037777794731987946,0.05827375312739469,0.059991538366378716,0.07545642142609732,0.03081584432305262,0.0462663382024715
2020-12-22,NR,NR,NR,Instruction de rachats d'actions étendue (CF),Départ du directeur général d'Altran (CF),L'armée belge reçoit un premier A400M (CF),NR,Nomination de Luiz Sorge pour la région LatAm (CF),0.01764584589893814,0.02498790063183809,0.024225242639557498,0.05584480916239687,0.06786013013676317,0.03763927071527173,0.020327742703778462,0.019300922279483768
2020-12-23,Membre du projet de système spatial européen (CF),NR,NR,NR,NR,Livraison d'un Airbus A320-200neo à Peach (CF) | Membre du consortium de l'UE sur la communication (CF),NR,Acquisition d'un immeuble de bureaux à Paris (CF),-0.0016410045134716,-0.01378915797189395,0.015247239496100962,0.07273064537768548,0.036794766048334315,-0.023599763360153014,-0.004388225552593883,-0.016653349092800807
2020-12-24,NR,NR,NR,NR,Crédit Agricole CIB dépasse les 5% (CF),NR,NR,NR,0.020512800950270416,-0.03311337837108186,0.05005438952931618,0.05066039330846217,0.047755151865433776,-0.02335942529870394,-0.010889512377966426,-0.017924417861233
2020-12-28,NR,NR,NR,Vers un re-test des 600E ? (CF),NR,NR,NR,NR,0.010800891093678988,-0.02119731549468551,0.014957281503225506,0.00017496601621602714,0.0007905017717082519,-0.023374662398474855,-0.015105450426436628,-0.016273272559894414
2020-12-29,NR,NR,NR,NR,NR,Livraison à Aircalin de son premier A320neo (CF),NR,NR,0.026867487606892837,0.05128802427380319,0.0408993536661324,-0.0039826628449675106,-0.0031884727478264097,-0.03115935892755972,0.026550474575707694,0.03769046719006397
2020-12-30,NR,NR,NR,NR,NR,Lancement réussi du satellite CSO-2 (CF),NR,NR,0.05161164054648926,0.06830760943583836,0.013424271553770906,-0.0180271693638393,-0.03664714969389615,-0.01786298359910099,0.03603372699459495,0.06939154940396297
2020-12-31,NR,NR,Premier essai pour un tramway en Algérie (CF),NR,NR,"Droits de douane américains: Airbus regrette une escalade ""contre-productive"" (AFP) | Washington taxe de nouveau des produits européens, dans le vieux conflit Boe... (AFP)",Cession des activités d'assurance en Grèce (CF),Conclut un partenariat immobilier avec Korian (CF),0.04427776317427945,0.04441314459298806,0.0388328155951958,-0.013627248129874259,0.0015772629607946342,0.00356426486049366,0.04371672196042442,0.05057418694645177
2021-01-04,NR,Nominations au Comité de direction (CF) | Nouveau DG pour la région Amériques (CF),NR,NR,NR,NR,NR,NR,0.011557766163078798,0.050053913262342764,-0.022590676737572868,0.004132879849244153,-0.0393455614461361,-0.001223724675697646,0.04177385976601178,0.04580333172709827
2021-01-06,Orange Bank achète la néobanque Anytime (CF),"Rebondit vers 17,7E, objectif 18,3E (CF)",Succès d'une émission obligataire (CF),NR,NR,NR,NR,"Déborde les 45E, re-test des 45,75E imminent ? (CF)",0.008424186012045976,-0.01704164438186706,-0.03723516458680265,-0.007649555494930738,0.004798068448448989,-0.011755545970043246,-0.009624861432441456,-0.005851167681420466
2021-01-07,NR,NR,La stratégie environnementale approuvée par l'iSBT (CF),NR,Nomination d'un directeur général adjoint (CF),NR,NR,NR,-0.03433560399077995,-0.020945930104746435,-0.014087509762328199,-0.013508916692617667,0.009307922849687067,0.040504319818896795,-0.016678937884247458,-0.02548046361873657
2021-01-08,NR,NR,NR,NR,NR,A livré 566 avions commerciaux en 2020 (CF) | Contrat avec Intelsat pour deux satellites flexibles (CF),NR,NR,-0.04082636137830098,-0.024974701720626324,-0.07104499704246714,-0.04178748168190538,-0.022440932867095253,0.027192060145710517,-0.022047601765456504,-0.01876997851352913
2021-01-11,Annonce la création de Orange Ventures (CF),NR,NR,NR,NR,NR,NR,NR,-0.03924486046270781,-0.007868655915200584,-0.0309584200423354,-0.030183461366555364,0.012570927688563271,0.015705097808873303,-0.025481518403983383,-0.003890601130314031
2021-01-12,NR,NR,A mis en service ses tramways Citadis X05 à Taïwan (CF),NR,Distingué par l'évaluation NelsonHall Neat (CF),Dans le vert après une analyse positive (CF) | Goldman Sachs confirme son conseil (CF),NR,NR,-0.03428289935671547,-0.03707910295140515,0.02344246348726342,-0.0479582547105778,0.010882696017007198,0.014895553367301417,-0.02674595845683314,-0.027128353288418006
2021-01-13,NR,NR,NR,NR,Série de nominations au 1er janvier (CF),NR,NR,S'associe à Orange Business Services (CF),-0.050417737460916934,-0.03206798849712056,0.04017096364878725,-0.024702130146245893,-0.009152419513835386,0.03703291470266756,-0.017393517144131176,-0.013437053557585288
2021-01-14,NR,NR,NR,NR,NR,"(+4,6% à 93,2E) redécolle en direction des 100E (CF) | Vol inaugural pour le H160 d'All Nippon Helicopter (CF)",NR,NR,-0.03957413021523859,-0.04864308385279292,0.03668162173367051,-0.034058925931220174,-0.003207649609248908,-0.04171581114904488,-0.026290866811686686,-0.017505005469310442
2021-01-15,NR,Nouvelle directrice des risques (CF),NR,NR,NR,NR,NR,NR,-0.016615354097806456,-0.05734391959162011,0.05869273936229091,-0.03168385222451853,-0.006041079265260096,-0.04019450132943536,-0.035348486647793664,-0.030381506629812316
2021-01-18,S'associe à l'ivoirien Côte Ouest Audiovisuel (CF) | Delphine d'Amarzit (Orange Bank) va devenir la première femme à diriger la B... (AFP),Propositions de nominations au conseil (CF),NR,NR,Distingué par l'évaluation du cabinet Zinnov (CF),NR,NR,NR,-0.011995881547141818,-0.10252870587159746,0.007877474930886752,-0.05747126436781613,-0.029235094677517948,-0.06930583973703819,-0.048849641789784015,-0.07979021847091639
2021-01-19,Nouveau projet de câble transatlantique (CF) | Accord commercial en Afrique de l'Ouest (CF),NR,Le titre s'envole après les chiffres trimestriels (CF) | Oddo réitère son conseil sur le titre (CF) | Croissance organique de 2% du CA au 3e trimestre (CF),NR,NR,NR,Stratégie de développement du télétravail (CF),NR,0.0041399258005430095,-0.05876114197001581,-0.06025584449259569,-0.004015353365577901,-0.029505618282414048,-0.06582696533781507,-0.040407060237953596,-0.04806163914192407
2021-01-20,Plusieurs opérateurs s'engagent pour l'Open RAN (CF),NR,Livre un premier TGV en Grèce (CF) | Dans le vert avec l'aide d'un broker (CF) | Jefferies relève sa recommandation (CF) | Contrat pour équiper la ligne Delhi-Meerut (CF) | Invest Securities ajuste sa cible (CF),NR,NR,Galileo : contrat de 12 satellites à Thales Alenia Space et Airbus (AFP),NR,NR,0.019871703064776813,-0.08897211055209053,-0.09963020632120723,-0.02712418949162554,-0.04016064257028118,-0.08711181401087353,-0.05285046854645059,-0.08768565519188731
2021-01-21,NR,NR,S'engage pour l'inclusion avec The Valuable 500 (CF),NR,NR,Met à jour ses cadences de production (CF) | Accord de services avec l'Agence Spatiale Européenne (CF),NR,NR,0.02509932694252548,-0.06675347446598923,-0.07385311885438228,0.01035989109517943,-0.038616274609093226,-0.047112791581437885,-0.03699150194961365,-0.07070361548815263
2021-01-22,NR,"Glisse vers les 16,2E (CF) | Partenariat avec le groupe AFD en Afrique (CF)",Vers la construction du 1er métro de Belgrade (CF),NR,NR,UBS reste à 'achat' après un point sur les cadences (CF) | Première vente à Turkmenistan Airlines (CF) | Oddo réitère son conseil sur la valeur (CF) | La division Helicopters mobilise le Flightlab (CF),NR,NR,0.012098474330018538,-0.055201984016091776,-0.05795880687610011,-0.004411809584673687,-0.03160455006202745,-0.06337954257301692,-0.047470365459000186,-0.07670884009295165
2021-01-25,Projet de société commune en e-santé (CF) | Création d'Orange Concessions (CF),NR,Certifié 'Top Employer' dans 14 pays (CF),NR,Projet de société commune en e-santé (CF),"Gare à la validation de la cassure des 86,5E (CF)",NR,NR,0.01800292370954759,-0.002049214992790982,-0.0015197501679800052,0.018761726078799335,0.008663391734293535,-0.020737623179838405,-0.016835374375843815,-0.025466874817326124
2021-01-26,NR,NR,Acquisition de B&C Transit (CF),Remonte in-extremis vers 545E (CF),NR,Bien orienté après une analyse positive (CF) | Goldman Sachs réitère son conseil à l'achat (CF) | 289 commandes brutes d'hélicoptères en 2020 (CF),NR,Nouveau DG pour l'activité REIM au Royaume-Uni (CF) | Certifié 'Top Employers Europe' (CF),0.0014429952019425762,0.009383186410457212,0.032059706963573076,0.006413780321984142,0.02506165265603877,0.03869146895228259,-0.0021213891396649753,-0.0091689002343599
2021-01-27,Choisi par Getinge pour déployer le réseau SD-WAN (CF),NR,NR,NR,NR,Oddo relève son objectif de cours (CF),NR,NR,-0.006697786089710833,0.04446160262994492,0.040383220833276834,0.0029542774985591436,0.04267781149892125,0.0646040411191442,0.01681488095566408,0.03392967176378603
2021-01-28,NR,Accord de services avec Azqore (CF),Alstom devient le N°2 mondial du ferroviaire en absorbant Bombardier (AFP),NR,NR,Prépare une étude de croiseur lunaire pour l'ESA (CF),NR,NR,0.003060572621004898,0.0564362310598594,0.009329146261100929,-0.024824695488493087,0.05941421317256146,0.09336461310368871,0.01904659558657218,0.03106416023338676
2021-01-29,Fin de discussions sur un partage de réseau mobile (CF),NR,"Acquisition de Bombardier Transport (CF) | Alstom devient le N°2 mondial du ferroviaire en rachetant Bombardier Transport (AFP) | Alstom boucle le rachat de Bombardier Transport pour 5,5 milliards d'euros (AFP)",NR,NR,NR,NR,"Rechute sur les 40E, méfiance sous 39,5E (CF)",0.01442697679556404,0.11219072300597555,-0.04569770863060363,0.013663265782197787,0.07322175732217584,0.12283655763906909,0.0493989767022045,0.09590252786512732
2021-02-02,Lance une campagne pour promouvoir la 5G (CF),NR,NR,NR,NR,"Puissant rebond vers 88,5E, test des 89E imminent (CF)",NR,NR,0.0016468452381652732,0.07858203236417016,-0.07106383303378494,0.011471208399379762,0.06573143846286333,0.04379732524216151,0.02540394564502413,0.055642318283379844
2021-02-03,Prévoit d'ouvrir neuf 'Orange 5G Lab' (CF),NR,NR,NR,NR,NR,NR,Acquisition de deux entrepôts en Italie (CF),0.008581899557868589,0.10113183115553448,-0.06447365625192936,0.014359329193085468,0.0690208553727012,0.020933135885968124,0.016431343639055962,0.07720755794379275
2021-02-04,NR,NR,RER B: Alstom choisit l'affrontement en retirant l'offre de Bombardier Trans... (AFP) | Bouygues passe sous les 10% des votes (CF),NR,Rejoint Verkor avec un projet de gigafactory (CF),Se redresse vers 93E (CF),NR,NR,-0.011391325695596866,0.07779108876635754,-0.04775524283730548,0.010699223555315385,0.06635072375293904,-0.020193311323636,0.006160594896821525,0.07555605598109683
2021-02-05,NR,NR,"Lourde rechute sous 43E, risque de test des 39E (CF) | La CDQP à plus de 15% du capital et des votes (CF)",NR,NR,A réalisé 21 livraisons en janvier 2021 (CF),NR,BNP Paribas termine 2020 avec un bénéfice de 7 milliards d'euros (AFP),-0.009955259459676236,0.0350611112499688,-0.017986461879538118,-0.0020035985171903414,0.05497078402930078,-0.012952249070744326,-0.004582443712409123,0.0661772735577566
2021-02-08,NR,NR,Oddo confirme son conseil sur le titre (CF),NR,"S'envole au-delà des 128,4E, peut viser 145E (CF)",NR,NR,NR,0.006513345034429685,0.09465399456222467,-0.07256229158647298,0.034734917733089565,0.04450366100669467,-0.0021306548608149845,0.01662336077008919,0.07774252919795477
2021-02-09,Accord de partenariat avec OVHcloud (CF),NR,NR,NR,Une solution numérique pour les pensions (CF),NR,NR,NR,0.016235099329311886,0.08745123679574185,-0.035959681637911856,0.017641742201564004,0.0315908013888655,0.01438306276086565,0.012439087972226703,0.08401645253290013
